#           x            Ma
     0.086207   3.10471e-13
     0.143678   4.83446e-13
      0.20115   6.40489e-13
     0.258621   4.76419e-13
     0.316092   1.51288e-13
     0.373564   1.66271e-13
     0.431035   4.94506e-13
     0.488507   6.20253e-13
     0.545978    4.5573e-13
     0.603449   1.45743e-13
     0.660921   1.70617e-13
     0.718392   5.14049e-13
     0.775863   5.01742e-13
     0.833334   1.62131e-13
     0.890806   9.81955e-15
     0.948277   1.69033e-13
      1.00575   5.21537e-13
      1.06322   5.29185e-13
      1.12069   1.75724e-13
      1.17816   1.89877e-13
      1.23563   3.98967e-13
       1.2931   1.86264e-13
      1.35058   8.00669e-15
      1.40805   9.57548e-15
      1.46552   1.48446e-13
      1.52299   4.69835e-13
      1.58046   4.94186e-13
      1.63793   3.09787e-13
       1.6954   3.19179e-13
      1.75287    1.4749e-13
      1.81035   5.20276e-15
      1.86782   8.89846e-15
      1.92529   1.15512e-14
      1.98276   7.13289e-14
      2.04023   1.79166e-13
       2.0977   1.57082e-13
      2.15517   5.66132e-14
      2.21264   1.65724e-14
      2.27011   1.01657e-14
      2.32758   8.38157e-15
      2.38506    6.3996e-15
      2.44253   5.00397e-15
          2.5   1.12453e-13
      2.55747   2.40573e-13
      2.61494    2.2121e-13
      2.67241   3.47699e-13
      2.72988   4.63141e-13
      2.78735   4.92851e-13
      2.84482   3.82667e-13
      2.90229   1.21359e-13
      2.95977   6.08781e-15
      3.01724   9.69288e-15
      3.07471   1.43069e-14
      3.13218   1.63308e-14
      3.18965   1.47002e-14
      3.24712   2.81337e-13
      3.30459   6.06936e-13
      3.36206   2.75188e-13
      3.41953   9.66864e-15
        3.477   8.89514e-15
      3.53447    9.2956e-15
      3.59195   1.67158e-13
      3.64942   3.61777e-13
      3.70689   1.69711e-13
      3.76436   1.03395e-14
      3.82183   8.39653e-15
       3.8793   1.50863e-14
      3.93677   1.30135e-14
      3.99424   1.60956e-13
      4.05171   3.54291e-13
      4.10918   1.61533e-13
      4.16666   1.73719e-13
      4.22413   3.86745e-13
       4.2816   3.71004e-13
      4.33907    4.8785e-13
      4.39654   4.72299e-13
      4.45401   8.21064e-13
      4.51148   2.16415e-12
      4.56895    5.5664e-12
      4.62643    1.4117e-11
       4.6839   3.54736e-11
      4.74137   8.79909e-11
      4.79884   2.15376e-10
      4.85631   5.19957e-10
      4.91378   1.23759e-09
      4.97125   2.90322e-09
      5.02873   6.71021e-09
       5.0862   1.52755e-08
      5.14367   3.42369e-08
      5.20114   7.55208e-08
      5.25861    1.6388e-07
      5.31608   3.49691e-07
      5.37355   7.33392e-07
      5.43103   1.51099e-06
       5.4885   3.05653e-06
      5.54597   6.06718e-06
      5.60344   1.18106e-05
      5.66091   2.25323e-05
      5.71838   4.20995e-05
      5.77585   7.69778e-05
      5.83333   0.000137635
       5.8908    0.00024044
      5.94827   0.000410041
      6.00574   0.000682046
      6.06321    0.00110561
      6.12068    0.00174521
      6.17815     0.0026808
      6.23563     0.0040053
       6.2931      0.005819
      6.35057    0.00822087
      6.40804     0.0112981
      6.46551     0.0151158
      6.52298     0.0197088
      6.58045     0.0250784
      6.63793     0.0311933
       6.6954      0.037996
      6.75287     0.0454116
      6.81034     0.0533588
      6.86781     0.0617578
      6.92528     0.0705357
      6.98275     0.0796291
      7.04022     0.0889855
       7.0977      0.098562
      7.15517      0.108326
      7.21264       0.11825
      7.27011      0.128317
      7.32758      0.138511
      7.38505      0.148823
      7.44252      0.159246
          7.5      0.169775
      7.55747      0.180406
      7.61494      0.191137
      7.67241      0.201968
      7.72988      0.212897
      7.78735      0.223923
      7.84482      0.235046
      7.90229      0.246267
      7.95977      0.257586
      8.01724      0.269002
      8.07471      0.280517
      8.13218      0.292131
      8.18965      0.303845
      8.24712      0.315661
      8.30459      0.327578
      8.36207      0.339599
      8.41954      0.351725
      8.47701      0.363959
      8.53448      0.376303
      8.59195      0.388758
      8.64942       0.40133
      8.70689      0.414017
      8.76437      0.426829
      8.82184      0.439764
      8.87931      0.452824
      8.93678      0.466037
      8.99425      0.479352
      9.05172      0.492863
      9.10919      0.506484
      9.16666      0.520278
      9.22414      0.534256
      9.28161      0.548395
      9.33908      0.562708
      9.39655      0.577257
      9.45402      0.591995
      9.51149      0.606955
      9.56896      0.622165
      9.62644      0.637653
      9.68391      0.653411
      9.74138      0.669482
      9.79885      0.685911
      9.85632      0.702439
      9.91379      0.723602
