#           x            Ma
     0.086207      0.252759
     0.143678      0.253602
      0.20115      0.254424
     0.258621      0.255189
     0.316092      0.255965
     0.373564      0.256797
     0.431035      0.257699
     0.488507      0.258671
     0.545978      0.259715
     0.603449      0.260836
     0.660921      0.262036
     0.718392      0.263318
     0.775863      0.264685
     0.833334      0.266139
     0.890806      0.267682
     0.948277      0.269317
      1.00575      0.271045
      1.06322      0.272868
      1.12069       0.27479
      1.17816      0.276813
      1.23563      0.278944
       1.2931      0.281188
      1.35058      0.283552
      1.40805      0.286039
      1.46552      0.288657
      1.52299       0.29141
      1.58046      0.294304
      1.63793      0.297345
       1.6954      0.300537
      1.75287      0.303885
      1.81035      0.307394
      1.86782      0.311068
      1.92529      0.314912
      1.98276      0.318931
      2.04023      0.323131
       2.0977      0.327515
      2.15517      0.332089
      2.21264      0.336859
      2.27011      0.341832
      2.32758      0.347007
      2.38506        0.3524
      2.44253      0.358012
          2.5      0.363854
      2.55747      0.369923
      2.61494      0.376237
      2.67241      0.382792
      2.72988      0.389605
      2.78735      0.396677
      2.84482      0.404016
      2.90229      0.411631
      2.95977       0.41953
      3.01724      0.427718
      3.07471      0.436204
      3.13218      0.444994
      3.18965      0.454097
      3.24712      0.463518
      3.30459      0.473265
      3.36206      0.483342
      3.41953      0.493759
        3.477      0.504517
      3.53447      0.515626
      3.59195      0.527084
      3.64942      0.538901
      3.70689      0.551073
      3.76436      0.563609
      3.82183        0.5765
       3.8793      0.589755
      3.93677       0.60336
      3.99424      0.617321
      4.05171       0.63162
      4.10918      0.646259
      4.16666      0.661216
      4.22413      0.676484
       4.2816      0.692037
      4.33907       0.70786
      4.39654      0.723919
      4.45401      0.740184
      4.51148      0.756615
      4.56895      0.773164
      4.62643      0.789777
       4.6839      0.806388
      4.74137       0.82292
      4.79884      0.839289
      4.85631      0.855401
      4.91378      0.871154
      4.97125      0.886447
      5.02873      0.901192
       5.0862       0.91532
      5.14367      0.928801
      5.20114      0.941641
      5.25861      0.953901
      5.31608      0.965662
      5.37355      0.977049
      5.43103       0.98816
       5.4885      0.999112
      5.54597       1.00995
      5.60344       1.02074
      5.66091       1.03148
      5.71838       1.04215
      5.77585       1.05272
      5.83333       1.06317
       5.8908       1.07346
      5.94827       1.08358
      6.00574       1.09352
      6.06321       1.10325
      6.12068       1.11277
      6.17815       1.12205
      6.23563       1.13111
       6.2931       1.13991
      6.35057       1.14845
      6.40804       1.15671
      6.46551       1.16468
      6.52298       1.17235
      6.58045        1.1797
      6.63793       1.18671
       6.6954       1.19338
      6.75287       1.19968
      6.81034       1.20561
      6.86781       1.21115
      6.92528       1.21628
      6.98275         1.221
      7.04022       1.22529
       7.0977       1.22914
      7.15517       1.23253
      7.21264       1.23544
      7.27011       1.23788
      7.32758       1.23985
      7.38505       1.24135
      7.44252       1.24234
          7.5        1.2428
      7.55747       1.24273
      7.61494       1.24212
      7.67241        1.2409
      7.72988       1.23917
      7.78735       1.23694
      7.84482       1.23416
      7.90229       1.23083
      7.95977       1.22695
      8.01724       1.22253
      8.07471       1.21757
      8.13218       1.21209
      8.18965        1.2061
      8.24712       1.19963
      8.30459        1.1927
      8.36207       1.18534
      8.41954       1.17758
      8.47701       1.16947
      8.53448       1.16106
      8.59195       1.15238
      8.64942        1.1435
      8.70689       1.13449
      8.76437        1.1254
      8.82184       1.11629
      8.87931       1.10723
      8.93678       1.09829
      8.99425       1.08954
      9.05172       1.08102
      9.10919       1.07282
      9.16666       1.06498
      9.22414       1.05757
      9.28161       1.05065
      9.33908       1.04424
      9.39655       1.03843
      9.45402       1.03327
      9.51149       1.02878
      9.56896       1.02508
      9.62644        1.0222
      9.68391       1.02022
      9.74138       1.01922
      9.79885       1.01946
      9.85632       1.02053
      9.91379       1.02639
